draw_number,number,date
1579,4560,2001/03/21
1579,5762,2001/03/21
1579,6406,2001/03/21
1579,6631,2001/03/21
1579,6835,2001/03/21
1579,8865,2001/03/21
1579,9928,2001/03/21
1579,3119,2001/03/21
1579,4873,2001/03/21
1579,5123,2001/03/21
1579,7189,2001/03/21
1579,7578,2001/03/21
1579,7810,2001/03/21
1579,8354,2001/03/21
1579,8702,2001/03/21
1579,9007,2001/03/21
1579,9224,2001/03/21
1580,9479,2001/03/24
1580,2064,2001/03/24
1580,1000,2001/03/24
1580,0572,2001/03/24
1580,1168,2001/03/24
1580,1241,2001/03/24
1580,1245,2001/03/24
1580,1470,2001/03/24
1580,4267,2001/03/24
1580,4577,2001/03/24
1580,4638,2001/03/24
1580,7478,2001/03/24
1580,7871,2001/03/24
1580,1847,2001/03/24
1580,2472,2001/03/24
1580,6523,2001/03/24
1580,6689,2001/03/24
1580,7305,2001/03/24
1580,7403,2001/03/24
1580,8048,2001/03/24
1580,8231,2001/03/24
1580,9360,2001/03/24
1580,9694,2001/03/24
1581,9298,2001/03/25
1581,1038,2001/03/25
1581,1329,2001/03/25
1581,0223,2001/03/25
1581,1545,2001/03/25
1581,2043,2001/03/25
1581,3384,2001/03/25
1581,5655,2001/03/25
1581,6341,2001/03/25
1581,7305,2001/03/25
1581,7437,2001/03/25
1581,8303,2001/03/25
1581,9902,2001/03/25
1581,0410,2001/03/25
1581,1705,2001/03/25
1581,3570,2001/03/25
1581,4673,2001/03/25
1581,4681,2001/03/25
1581,5508,2001/03/25
1581,6422,2001/03/25
1581,7008,2001/03/25
1581,7248,2001/03/25
1581,9609,2001/03/25
1582,6362,2001/03/28
1582,0449,2001/03/28
1582,0306,2001/03/28
1582,0899,2001/03/28
1582,2332,2001/03/28
1582,4068,2001/03/28
1582,4552,2001/03/28
1582,4996,2001/03/28
1582,6540,2001/03/28
1582,6583,2001/03/28
1582,7211,2001/03/28
1582,8651,2001/03/28
1582,9821,2001/03/28
1582,0323,2001/03/28
1582,1751,2001/03/28
1582,2666,2001/03/28
1582,3244,2001/03/28
1582,3446,2001/03/28
1582,5836,2001/03/28
1582,7587,2001/03/28
1582,8085,2001/03/28
1582,8106,2001/03/28
1582,9680,2001/03/28
1583,4045,2001/03/31
1583,9743,2001/03/31
1583,1202,2001/03/31
1583,1293,2001/03/31
1583,1845,2001/03/31
1583,2836,2001/03/31
1583,3336,2001/03/31
1583,4557,2001/03/31
1583,5170,2001/03/31
1583,5474,2001/03/31
1583,7794,2001/03/31
1583,9034,2001/03/31
1583,9842,2001/03/31
1583,0325,2001/03/31
1583,0536,2001/03/31
1583,0865,2001/03/31
1583,1160,2001/03/31
1583,4416,2001/03/31
1583,4478,2001/03/31
1583,5987,2001/03/31
1583,9049,2001/03/31
1583,9057,2001/03/31
1583,9793,2001/03/31
1584,7477,2001/04/01
1584,0598,2001/04/01
1584,4881,2001/04/01
1584,0210,2001/04/01
1584,0670,2001/04/01
1584,1010,2001/04/01
1584,3461,2001/04/01
1584,4932,2001/04/01
1584,5539,2001/04/01
1584,5800,2001/04/01
1584,7511,2001/04/01
1584,8202,2001/04/01
1584,8245,2001/04/01
1584,0087,2001/04/01
1584,1544,2001/04/01
1584,3142,2001/04/01
1584,4262,2001/04/01
1584,5541,2001/04/01
1584,7160,2001/04/01
1584,7265,2001/04/01
1584,8219,2001/04/01
1584,9416,2001/04/01
1584,9699,2001/04/01
1585,1181,2001/04/04
1585,0884,2001/04/04
1585,7123,2001/04/04
1585,0213,2001/04/04
1585,4157,2001/04/04
1585,4385,2001/04/04
1585,4697,2001/04/04
1585,5305,2001/04/04
1585,6550,2001/04/04
1585,6584,2001/04/04
1585,7244,2001/04/04
1585,7729,2001/04/04
1585,8802,2001/04/04
1585,1574,2001/04/04
1585,1938,2001/04/04
1585,2132,2001/04/04
1585,2137,2001/04/04
1585,2225,2001/04/04
1585,4645,2001/04/04
1585,5269,2001/04/04
1585,5278,2001/04/04
1585,6065,2001/04/04
1585,9317,2001/04/04
1586,3434,2001/04/07
1586,2178,2001/04/07
1586,7431,2001/04/07
1586,1324,2001/04/07
1586,3292,2001/04/07
1586,4193,2001/04/07
1586,5188,2001/04/07
1586,5208,2001/04/07
1586,5269,2001/04/07
1586,5661,2001/04/07
1586,6235,2001/04/07
1586,6325,2001/04/07
1586,7787,2001/04/07
1586,0332,2001/04/07
1586,0354,2001/04/07
1586,1273,2001/04/07
1586,3434,2001/04/07
1586,4339,2001/04/07
1586,5684,2001/04/07
1586,6346,2001/04/07
1586,6505,2001/04/07
1586,7355,2001/04/07
1586,9376,2001/04/07
1587,5067,2001/04/08
1587,7199,2001/04/08
1587,0969,2001/04/08
1587,1047,2001/04/08
1587,3198,2001/04/08
1587,3500,2001/04/08
1587,3646,2001/04/08
1587,4432,2001/04/08
1587,5123,2001/04/08
1587,5235,2001/04/08
1587,7300,2001/04/08
1587,8353,2001/04/08
1587,8683,2001/04/08
1587,0881,2001/04/08
1587,1963,2001/04/08
1587,2334,2001/04/08
1587,5247,2001/04/08
1587,5355,2001/04/08
1587,6492,2001/04/08
1587,7625,2001/04/08
1587,8294,2001/04/08
1587,9161,2001/04/08
1587,9925,2001/04/08
1588,5216,2001/04/11
1588,8935,2001/04/11
1588,5185,2001/04/11
1588,1206,2001/04/11
1588,1312,2001/04/11
1588,1379,2001/04/11
1588,1723,2001/04/11
1588,2139,2001/04/11
1588,4271,2001/04/11
1588,4549,2001/04/11
1588,8462,2001/04/11
1588,9210,2001/04/11
1588,9470,2001/04/11
1588,0441,2001/04/11
1588,0613,2001/04/11
1588,1391,2001/04/11
1588,3534,2001/04/11
1588,4790,2001/04/11
1588,4870,2001/04/11
1588,6834,2001/04/11
1588,6949,2001/04/11
1588,9785,2001/04/11
1588,9818,2001/04/11
1589,2762,2001/04/14
1589,7537,2001/04/14
1589,3016,2001/04/14
1589,0005,2001/04/14
1589,1557,2001/04/14
1589,1827,2001/04/14
1589,2454,2001/04/14
1589,3888,2001/04/14
1589,6312,2001/04/14
1589,6900,2001/04/14
1589,7246,2001/04/14
1589,9518,2001/04/14
1589,9662,2001/04/14
1589,0852,2001/04/14
1589,0917,2001/04/14
1589,2563,2001/04/14
1589,3968,2001/04/14
1589,4557,2001/04/14
1589,6767,2001/04/14
1589,7831,2001/04/14
1589,7872,2001/04/14
1589,8055,2001/04/14
1589,9415,2001/04/14
1590,8136,2001/04/15
1590,3741,2001/04/15
1590,4807,2001/04/15
1590,1066,2001/04/15
1590,1218,2001/04/15
1590,1238,2001/04/15
1590,1386,2001/04/15
1590,1988,2001/04/15
1590,3871,2001/04/15
1590,5670,2001/04/15
1590,7271,2001/04/15
1590,8623,2001/04/15
1590,9122,2001/04/15
1590,0342,2001/04/15
1590,0498,2001/04/15
1590,1199,2001/04/15
1590,1773,2001/04/15
1590,3470,2001/04/15
1590,3551,2001/04/15
1590,3660,2001/04/15
1590,4269,2001/04/15
1590,5978,2001/04/15
1590,7361,2001/04/15
1591,9808,2001/04/18
1591,9867,2001/04/18
1591,1816,2001/04/18
1591,0241,2001/04/18
1591,2435,2001/04/18
1591,3295,2001/04/18
1591,4856,2001/04/18
1591,5026,2001/04/18
1591,7753,2001/04/18
1591,7793,2001/04/18
1591,8882,2001/04/18
1591,8893,2001/04/18
1591,9162,2001/04/18
1591,0616,2001/04/18
1591,1038,2001/04/18
1591,4398,2001/04/18
1591,4630,2001/04/18
1591,5192,2001/04/18
1591,5341,2001/04/18
1591,6978,2001/04/18
1591,7076,2001/04/18
1591,7260,2001/04/18
1591,8056,2001/04/18
1592,7351,2001/04/21
1592,9887,2001/04/21
1592,1934,2001/04/21
1592,4097,2001/04/21
1592,5397,2001/04/21
1592,5453,2001/04/21
1592,6308,2001/04/21
1592,6937,2001/04/21
1592,7752,2001/04/21
1592,8130,2001/04/21
1592,8519,2001/04/21
1592,9447,2001/04/21
1592,9936,2001/04/21
1592,1281,2001/04/21
1592,2139,2001/04/21
1592,5603,2001/04/21
1592,6456,2001/04/21
1592,7220,2001/04/21
1592,7539,2001/04/21
1592,7760,2001/04/21
1592,8647,2001/04/21
1592,9218,2001/04/21
1592,9541,2001/04/21
1593,8847,2001/04/22
1593,1653,2001/04/22
1593,2718,2001/04/22
1593,2218,2001/04/22
1593,2965,2001/04/22
1593,6232,2001/04/22
1593,6397,2001/04/22
1593,7292,2001/04/22
1593,8191,2001/04/22
1593,8258,2001/04/22
1593,8796,2001/04/22
1593,9749,2001/04/22
1593,9879,2001/04/22
1593,3198,2001/04/22
1593,3635,2001/04/22
1593,3870,2001/04/22
1593,3983,2001/04/22
1593,4416,2001/04/22
1593,5089,2001/04/22
1593,5196,2001/04/22
1593,6106,2001/04/22
1593,7831,2001/04/22
1593,9483,2001/04/22
1594,3203,2001/04/25
1594,2954,2001/04/25
1594,0048,2001/04/25
1594,1404,2001/04/25
1594,2191,2001/04/25
1594,2203,2001/04/25
1594,3174,2001/04/25
1594,6912,2001/04/25
1594,7141,2001/04/25
1594,7431,2001/04/25
1594,8842,2001/04/25
1594,9192,2001/04/25
1594,9541,2001/04/25
1594,0898,2001/04/25
1594,1040,2001/04/25
1594,1082,2001/04/25
1594,3585,2001/04/25
1594,3974,2001/04/25
1594,7203,2001/04/25
1594,7935,2001/04/25
1594,8018,2001/04/25
1594,8154,2001/04/25
1594,8766,2001/04/25
1595,4528,2001/04/28
1595,5656,2001/04/28
1595,5428,2001/04/28
1595,1838,2001/04/28
1595,2288,2001/04/28
1595,2746,2001/04/28
1595,3829,2001/04/28
1595,4426,2001/04/28
1595,6052,2001/04/28
1595,7805,2001/04/28
1595,8577,2001/04/28
1595,8932,2001/04/28
1595,9740,2001/04/28
1595,0834,2001/04/28
1595,1727,2001/04/28
1595,2416,2001/04/28
1595,2611,2001/04/28
1595,3256,2001/04/28
1595,3580,2001/04/28
1595,4273,2001/04/28
1595,5601,2001/04/28
1595,5774,2001/04/28
1595,8203,2001/04/28
1596,8700,2001/04/29
1596,9769,2001/04/29
1596,4160,2001/04/29
1596,2112,2001/04/29
1596,3741,2001/04/29
1596,4578,2001/04/29
1596,4821,2001/04/29
1596,7277,2001/04/29
1596,7599,2001/04/29
1596,7829,2001/04/29
1596,7869,2001/04/29
1596,9462,2001/04/29
1596,9563,2001/04/29
1596,0570,2001/04/29
1596,2711,2001/04/29
1596,4300,2001/04/29
1596,5791,2001/04/29
1596,7146,2001/04/29
1596,7349,2001/04/29
1596,7455,2001/04/29
1596,7460,2001/04/29
1596,7911,2001/04/29
1596,8455,2001/04/29
1597,8787,2001/05/02
1597,4979,2001/05/02
1597,7329,2001/05/02
1597,0736,2001/05/02
1597,2191,2001/05/02
1597,2990,2001/05/02
1597,3166,2001/05/02
1597,3569,2001/05/02
1597,5701,2001/05/02
1597,6742,2001/05/02
1597,7477,2001/05/02
1597,8355,2001/05/02
1597,9282,2001/05/02
1597,0056,2001/05/02
1597,0675,2001/05/02
1597,2495,2001/05/02
1597,3223,2001/05/02
1597,3522,2001/05/02
1597,3867,2001/05/02
1597,5885,2001/05/02
1597,5955,2001/05/02
1597,6787,2001/05/02
1597,8306,2001/05/02
1598,4153,2001/05/05
1598,6024,2001/05/05
1598,6173,2001/05/05
1598,1415,2001/05/05
1598,1941,2001/05/05
1598,2071,2001/05/05
1598,3215,2001/05/05
1598,4057,2001/05/05
1598,4398,2001/05/05
1598,5517,2001/05/05
1598,5945,2001/05/05
1598,7074,2001/05/05
1598,9680,2001/05/05
1598,0051,2001/05/05
1598,1365,2001/05/05
1598,2390,2001/05/05
1598,3843,2001/05/05
1598,4970,2001/05/05
1598,5360,2001/05/05
1598,5833,2001/05/05
1598,7379,2001/05/05
1598,9003,2001/05/05
1598,9647,2001/05/05
1599,6548,2001/05/06
1599,4186,2001/05/06
1599,2366,2001/05/06
1599,0404,2001/05/06
1599,1036,2001/05/06
1599,2135,2001/05/06
1599,4962,2001/05/06
1599,5130,2001/05/06
1599,6630,2001/05/06
1599,6675,2001/05/06
1599,7193,2001/05/06
1599,8333,2001/05/06
1599,9577,2001/05/06
1599,0291,2001/05/06
1599,2744,2001/05/06
1599,3541,2001/05/06
1599,6303,2001/05/06
1599,7336,2001/05/06
1599,8265,2001/05/06
1599,9037,2001/05/06
1599,9177,2001/05/06
1599,9293,2001/05/06
1599,9415,2001/05/06
1600,3156,2001/05/09
1600,3067,2001/05/09
1600,2461,2001/05/09
1600,0636,2001/05/09
1600,0743,2001/05/09
1600,2700,2001/05/09
1600,4244,2001/05/09
1600,4886,2001/05/09
1600,5606,2001/05/09
1600,5721,2001/05/09
1600,9208,2001/05/09
1600,9701,2001/05/09
1600,9731,2001/05/09
1600,0036,2001/05/09
1600,0560,2001/05/09
1600,1464,2001/05/09
1600,2560,2001/05/09
1600,4631,2001/05/09
1600,5489,2001/05/09
1600,6664,2001/05/09
1600,7968,2001/05/09
1600,8220,2001/05/09
1600,9378,2001/05/09
1601,3394,2001/05/12
1601,2118,2001/05/12
1601,9343,2001/05/12
1601,0551,2001/05/12
1601,1001,2001/05/12
1601,1968,2001/05/12
1601,2095,2001/05/12
1601,2680,2001/05/12
1601,5071,2001/05/12
1601,6594,2001/05/12
1601,7043,2001/05/12
1601,7770,2001/05/12
1601,8270,2001/05/12
1601,1840,2001/05/12
1601,1903,2001/05/12
1601,3535,2001/05/12
1601,4059,2001/05/12
1601,5212,2001/05/12
1601,5942,2001/05/12
1601,6850,2001/05/12
1601,7636,2001/05/12
1601,9184,2001/05/12
1601,9492,2001/05/12
1602,6750,2001/05/13
1602,7191,2001/05/13
1602,8228,2001/05/13
1602,0855,2001/05/13
1602,2274,2001/05/13
1602,3308,2001/05/13
1602,5893,2001/05/13
1602,6162,2001/05/13
1602,7903,2001/05/13
1602,8376,2001/05/13
1602,8508,2001/05/13
1602,8533,2001/05/13
1602,9287,2001/05/13
1602,0029,2001/05/13
1602,0100,2001/05/13
1602,0696,2001/05/13
1602,0981,2001/05/13
1602,1741,2001/05/13
1602,3059,2001/05/13
1602,3707,2001/05/13
1602,5234,2001/05/13
1602,5509,2001/05/13
1602,8588,2001/05/13
1603,3997,2001/05/16
1603,3913,2001/05/16
1603,6648,2001/05/16
1603,0488,2001/05/16
1603,1040,2001/05/16
1603,3378,2001/05/16
1603,4761,2001/05/16
1603,5247,2001/05/16
1603,6126,2001/05/16
1603,6847,2001/05/16
1603,7529,2001/05/16
1603,8867,2001/05/16
1603,8921,2001/05/16
1603,0344,2001/05/16
1603,2740,2001/05/16
1603,5666,2001/05/16
1603,6311,2001/05/16
1603,6445,2001/05/16
1603,6488,2001/05/16
1603,7695,2001/05/16
1603,8618,2001/05/16
1603,9139,2001/05/16
1603,9512,2001/05/16
1604,1879,2001/05/19
1604,7668,2001/05/19
1604,7457,2001/05/19
1604,1163,2001/05/19
1604,2217,2001/05/19
1604,2710,2001/05/19
1604,4774,2001/05/19
1604,4933,2001/05/19
1604,5628,2001/05/19
1604,6083,2001/05/19
1604,6202,2001/05/19
1604,6520,2001/05/19
1604,7342,2001/05/19
1604,1466,2001/05/19
1604,2218,2001/05/19
1604,2598,2001/05/19
1604,3256,2001/05/19
1604,4545,2001/05/19
1604,8001,2001/05/19
1604,8271,2001/05/19
1604,8552,2001/05/19
1604,9055,2001/05/19
1604,9722,2001/05/19
1605,3187,2001/05/20
1605,7882,2001/05/20
1605,0195,2001/05/20
1605,0495,2001/05/20
1605,1409,2001/05/20
1605,3733,2001/05/20
1605,6259,2001/05/20
1605,7309,2001/05/20
1605,7457,2001/05/20
1605,8359,2001/05/20
1605,9180,2001/05/20
1605,9243,2001/05/20
1605,9599,2001/05/20
1605,1099,2001/05/20
1605,1181,2001/05/20
1605,3312,2001/05/20
1605,6502,2001/05/20
1605,6572,2001/05/20
1605,8871,2001/05/20
1605,9531,2001/05/20
1605,9539,2001/05/20
1605,9797,2001/05/20
1605,9989,2001/05/20
1606,6123,2001/05/23
1606,1623,2001/05/23
1606,4843,2001/05/23
1606,0055,2001/05/23
1606,0485,2001/05/23
1606,0796,2001/05/23
1606,3510,2001/05/23
1606,4218,2001/05/23
1606,4479,2001/05/23
1606,5894,2001/05/23
1606,7169,2001/05/23
1606,9175,2001/05/23
1606,9839,2001/05/23
1606,1603,2001/05/23
1606,1757,2001/05/23
1606,4088,2001/05/23
1606,5024,2001/05/23
1606,5062,2001/05/23
1606,6298,2001/05/23
1606,7297,2001/05/23
1606,8000,2001/05/23
1606,8101,2001/05/23
1606,8283,2001/05/23
1607,3381,2001/05/26
1607,2742,2001/05/26
1607,6857,2001/05/26
1607,0240,2001/05/26
1607,0991,2001/05/26
1607,1087,2001/05/26
1607,1924,2001/05/26
1607,1952,2001/05/26
1607,2580,2001/05/26
1607,3920,2001/05/26
1607,4806,2001/05/26
1607,6937,2001/05/26
1607,9871,2001/05/26
1607,0192,2001/05/26
1607,1044,2001/05/26
1607,2330,2001/05/26
1607,4616,2001/05/26
1607,5232,2001/05/26
1607,5790,2001/05/26
1607,6122,2001/05/26
1607,7744,2001/05/26
1607,8181,2001/05/26
1607,9718,2001/05/26
1608,2727,2001/05/27
1608,7654,2001/05/27
1608,7629,2001/05/27
1608,2723,2001/05/27
1608,3386,2001/05/27
1608,3583,2001/05/27
1608,4879,2001/05/27
1608,5100,2001/05/27
1608,5505,2001/05/27
1608,7301,2001/05/27
1608,8172,2001/05/27
1608,8333,2001/05/27
1608,8904,2001/05/27
1608,1275,2001/05/27
1608,1907,2001/05/27
1608,2017,2001/05/27
1608,2973,2001/05/27
1608,3051,2001/05/27
1608,4036,2001/05/27
1608,7111,2001/05/27
1608,7137,2001/05/27
1608,8308,2001/05/27
1608,9221,2001/05/27
1609,0297,2001/05/30
1609,2086,2001/05/30
1609,6948,2001/05/30
1609,0487,2001/05/30
1609,0537,2001/05/30
1609,1166,2001/05/30
1609,2370,2001/05/30
1609,2670,2001/05/30
1609,4382,2001/05/30
1609,5135,2001/05/30
1609,5400,2001/05/30
1609,5679,2001/05/30
1609,7212,2001/05/30
1609,1139,2001/05/30
1609,1750,2001/05/30
1609,2126,2001/05/30
1609,3162,2001/05/30
1609,4254,2001/05/30
1609,4560,2001/05/30
1609,4916,2001/05/30
1609,5746,2001/05/30
1609,6480,2001/05/30
1609,9275,2001/05/30
1610,6397,2001/06/02
1610,8398,2001/06/02
1610,5682,2001/06/02
1610,1971,2001/06/02
1610,3114,2001/06/02
1610,3836,2001/06/02
1610,4124,2001/06/02
1610,4505,2001/06/02
1610,6096,2001/06/02
1610,6884,2001/06/02
1610,6992,2001/06/02
1610,7568,2001/06/02
1610,8753,2001/06/02
1610,0260,2001/06/02
1610,2731,2001/06/02
1610,3097,2001/06/02
1610,3259,2001/06/02
1610,4250,2001/06/02
1610,5116,2001/06/02
1610,5288,2001/06/02
1610,5886,2001/06/02
1610,8932,2001/06/02
1610,9034,2001/06/02
1611,5227,2001/06/03
1611,2551,2001/06/03
1611,7448,2001/06/03
1611,0355,2001/06/03
1611,1074,2001/06/03
1611,3175,2001/06/03
1611,4991,2001/06/03
1611,5491,2001/06/03
1611,5578,2001/06/03
1611,8365,2001/06/03
1611,8464,2001/06/03
1611,9046,2001/06/03
1611,9666,2001/06/03
1611,0613,2001/06/03
1611,1709,2001/06/03
1611,2253,2001/06/03
1611,2704,2001/06/03
1611,5877,2001/06/03
1611,6147,2001/06/03
1611,6578,2001/06/03
1611,7042,2001/06/03
1611,7438,2001/06/03
1611,9205,2001/06/03
1612,8995,2001/06/06
1612,1535,2001/06/06
1612,2666,2001/06/06
1612,0136,2001/06/06
1612,1103,2001/06/06
1612,1966,2001/06/06
1612,3153,2001/06/06
1612,4660,2001/06/06
1612,4876,2001/06/06
1612,5331,2001/06/06
1612,6972,2001/06/06
1612,7095,2001/06/06
1612,8494,2001/06/06
1612,1492,2001/06/06
1612,1496,2001/06/06
1612,2951,2001/06/06
1612,3934,2001/06/06
1612,4501,2001/06/06
1612,4714,2001/06/06
1612,7779,2001/06/06
1612,8412,2001/06/06
1612,9412,2001/06/06
1612,9479,2001/06/06
1613,0094,2001/06/09
1613,1389,2001/06/09
1613,5023,2001/06/09
1613,0851,2001/06/09
1613,0922,2001/06/09
1613,1643,2001/06/09
1613,3083,2001/06/09
1613,3537,2001/06/09
1613,3578,2001/06/09
1613,4448,2001/06/09
1613,4749,2001/06/09
1613,7738,2001/06/09
1613,8393,2001/06/09
1613,0295,2001/06/09
1613,0338,2001/06/09
1613,1204,2001/06/09
1613,4008,2001/06/09
1613,6185,2001/06/09
1613,6824,2001/06/09
1613,8212,2001/06/09
1613,8731,2001/06/09
1613,8787,2001/06/09
1613,9259,2001/06/09
1614,4469,2001/06/10
1614,6317,2001/06/10
1614,4224,2001/06/10
1614,1161,2001/06/10
1614,1238,2001/06/10
1614,1306,2001/06/10
1614,3051,2001/06/10
1614,3456,2001/06/10
1614,4850,2001/06/10
1614,6016,2001/06/10
1614,6164,2001/06/10
1614,7810,2001/06/10
1614,9215,2001/06/10
1614,2850,2001/06/10
1614,3040,2001/06/10
1614,3672,2001/06/10
1614,4736,2001/06/10
1614,5434,2001/06/10
1614,5501,2001/06/10
1614,5593,2001/06/10
1614,6467,2001/06/10
1614,7087,2001/06/10
1614,7288,2001/06/10
1615,3445,2001/06/13
1615,9290,2001/06/13
1615,8037,2001/06/13
1615,0544,2001/06/13
1615,2217,2001/06/13
1615,2609,2001/06/13
1615,3255,2001/06/13
1615,3541,2001/06/13
1615,4500,2001/06/13
1615,4707,2001/06/13
1615,7338,2001/06/13
1615,9217,2001/06/13
1615,9783,2001/06/13
1615,0649,2001/06/13
1615,1385,2001/06/13
1615,4030,2001/06/13
1615,4269,2001/06/13
1615,4592,2001/06/13
1615,4616,2001/06/13
1615,4902,2001/06/13
1615,5360,2001/06/13
1615,5560,2001/06/13
1615,7540,2001/06/13
1616,0549,2001/06/16
1616,4387,2001/06/16
1616,2266,2001/06/16
1616,0339,2001/06/16
1616,1106,2001/06/16
1616,1653,2001/06/16
1616,1780,2001/06/16
1616,2761,2001/06/16
1616,7565,2001/06/16
1616,8694,2001/06/16
1616,9294,2001/06/16
1616,9449,2001/06/16
1616,9740,2001/06/16
1616,0800,2001/06/16
1616,1470,2001/06/16
1616,1837,2001/06/16
1616,2502,2001/06/16
1616,2676,2001/06/16
1616,2914,2001/06/16
1616,3939,2001/06/16
1616,4959,2001/06/16
1616,6654,2001/06/16
1616,7918,2001/06/16
1617,1413,2001/06/17
1617,2725,2001/06/17
1617,1574,2001/06/17
1617,1298,2001/06/17
1617,2062,2001/06/17
1617,2062,2001/06/17
1617,4065,2001/06/17
1617,4583,2001/06/17
1617,6643,2001/06/17
1617,6820,2001/06/17
1617,7245,2001/06/17
1617,7321,2001/06/17
1617,8009,2001/06/17
1617,0202,2001/06/17
1617,0619,2001/06/17
1617,1014,2001/06/17
1617,1460,2001/06/17
1617,2713,2001/06/17
1617,2763,2001/06/17
1617,3114,2001/06/17
1617,4172,2001/06/17
1617,6879,2001/06/17
1617,9725,2001/06/17
1618,8216,2001/06/20
1618,9116,2001/06/20
1618,7029,2001/06/20
1618,0967,2001/06/20
1618,1089,2001/06/20
1618,1177,2001/06/20
1618,1377,2001/06/20
1618,5630,2001/06/20
1618,6110,2001/06/20
1618,8556,2001/06/20
1618,9040,2001/06/20
1618,9393,2001/06/20
1618,9679,2001/06/20
1618,0155,2001/06/20
1618,1148,2001/06/20
1618,1843,2001/06/20
1618,2412,2001/06/20
1618,4064,2001/06/20
1618,5006,2001/06/20
1618,5028,2001/06/20
1618,6258,2001/06/20
1618,9599,2001/06/20
1618,9992,2001/06/20
1619,0986,2001/06/23
1619,8079,2001/06/23
1619,9872,2001/06/23
1619,0089,2001/06/23
1619,0128,2001/06/23
1619,1365,2001/06/23
1619,2387,2001/06/23
1619,2841,2001/06/23
1619,6472,2001/06/23
1619,6890,2001/06/23
1619,8299,2001/06/23
1619,8884,2001/06/23
1619,9590,2001/06/23
1619,1171,2001/06/23
1619,1718,2001/06/23
1619,1856,2001/06/23
1619,3755,2001/06/23
1619,4568,2001/06/23
1619,4987,2001/06/23
1619,7039,2001/06/23
1619,7566,2001/06/23
1619,8623,2001/06/23
1619,8672,2001/06/23
1620,6301,2001/06/24
1620,0527,2001/06/24
1620,4981,2001/06/24
1620,0119,2001/06/24
1620,0676,2001/06/24
1620,1612,2001/06/24
1620,3054,2001/06/24
1620,4636,2001/06/24
1620,4911,2001/06/24
1620,6301,2001/06/24
1620,8767,2001/06/24
1620,9140,2001/06/24
1620,9331,2001/06/24
1620,0469,2001/06/24
1620,3189,2001/06/24
1620,3189,2001/06/24
1620,3829,2001/06/24
1620,4855,2001/06/24
1620,4931,2001/06/24
1620,5318,2001/06/24
1620,9221,2001/06/24
1620,9682,2001/06/24
1620,9829,2001/06/24
1621,6741,2001/06/27
1621,2722,2001/06/27
1621,5535,2001/06/27
1621,0725,2001/06/27
1621,2165,2001/06/27
1621,3278,2001/06/27
1621,4624,2001/06/27
1621,4775,2001/06/27
1621,5509,2001/06/27
1621,5621,2001/06/27
1621,5642,2001/06/27
1621,6801,2001/06/27
1621,7970,2001/06/27
1621,0374,2001/06/27
1621,2916,2001/06/27
1621,3464,2001/06/27
1621,4720,2001/06/27
1621,5304,2001/06/27
1621,6570,2001/06/27
1621,7510,2001/06/27
1621,7651,2001/06/27
1621,7728,2001/06/27
1621,7974,2001/06/27
1622,0381,2001/06/30
1622,6047,2001/06/30
1622,5853,2001/06/30
1622,0891,2001/06/30
1622,2632,2001/06/30
1622,3195,2001/06/30
1622,3478,2001/06/30
1622,3906,2001/06/30
1622,4754,2001/06/30
1622,6841,2001/06/30
1622,7069,2001/06/30
1622,7943,2001/06/30
1622,9338,2001/06/30
1622,1618,2001/06/30
1622,2514,2001/06/30
1622,3338,2001/06/30
1622,3512,2001/06/30
1622,4357,2001/06/30
1622,4735,2001/06/30
1622,5512,2001/06/30
1622,6679,2001/06/30
1622,7169,2001/06/30
1622,9067,2001/06/30
1623,7833,2001/07/01
1623,2958,2001/07/01
1623,5623,2001/07/01
1623,0267,2001/07/01
1623,1052,2001/07/01
1623,2895,2001/07/01
1623,3651,2001/07/01
1623,5746,2001/07/01
1623,6103,2001/07/01
1623,7812,2001/07/01
1623,8778,2001/07/01
1623,9144,2001/07/01
1623,9946,2001/07/01
1623,0909,2001/07/01
1623,2979,2001/07/01
1623,3184,2001/07/01
1623,3623,2001/07/01
1623,4285,2001/07/01
1623,5193,2001/07/01
1623,5450,2001/07/01
1623,7807,2001/07/01
1623,9175,2001/07/01
1623,9351,2001/07/01
1624,0150,2001/07/04
1624,2040,2001/07/04
1624,9241,2001/07/04
1624,0842,2001/07/04
1624,2245,2001/07/04
1624,3709,2001/07/04
1624,3799,2001/07/04
1624,3895,2001/07/04
1624,4239,2001/07/04
1624,4475,2001/07/04
1624,5766,2001/07/04
1624,8092,2001/07/04
1624,8694,2001/07/04
1624,0430,2001/07/04
1624,1028,2001/07/04
1624,2146,2001/07/04
1624,3164,2001/07/04
1624,4340,2001/07/04
1624,5114,2001/07/04
1624,7464,2001/07/04
1624,8238,2001/07/04
1624,8435,2001/07/04
1624,8961,2001/07/04
1625,2515,2001/07/07
1625,0879,2001/07/07
1625,9262,2001/07/07
1625,0735,2001/07/07
1625,1373,2001/07/07
1625,2139,2001/07/07
1625,2752,2001/07/07
1625,2932,2001/07/07
1625,6102,2001/07/07
1625,7573,2001/07/07
1625,9070,2001/07/07
1625,9469,2001/07/07
1625,9651,2001/07/07
1625,0948,2001/07/07
1625,1646,2001/07/07
1625,2821,2001/07/07
1625,3396,2001/07/07
1625,4613,2001/07/07
1625,6492,2001/07/07
1625,6759,2001/07/07
1625,7204,2001/07/07
1625,7555,2001/07/07
1625,8031,2001/07/07
1626,0118,2001/07/08
